"Word","Length","Log_Freq_HAL"
"Slavs","5","6.99"
"slay","4","6.32"
"sleazy","6","7.08"
"sled","4","7.79"
"sleek","5","6.27"
"sleep","5","10.15"
"sleeper","7","7.00"
"sleepers","8","6.07"
"sleeping","8","9.12"
"sleepless","9","6.19"
"sleeps","6","7.41"
"sleepy","6","7.09"
"sleeve","6","8.35"
"sleeves","7","8.06"
"sleigh","6","6.61"
"sleight","7","8.09"
"slender","7","7.50"
"slept","5","8.06"
"slew","4","7.13"
"slice","5","8.17"
"sliced","6","7.50"
"slices","6","7.53"
"slick","5","8.45"
"slid","4","8.51"
"slide","5","9.21"
"slides","6","8.01"
"sliding","7","8.40"
"slight","6","9.48"
"slightest","9","8.06"
"slightly","8","10.48"
"slim","4","8.22"
"slime","5","7.56"
"slimy","5","7.11"
"sling","5","6.66"
"slip","4","10.10"
"slipknot","8","7.25"
"slipped","7","8.57"
"slippers","8","6.16"
"slippery","8","7.80"
"slipping","8","7.68"
"slips","5","7.59"
"slit","4","7.85"
"slits","5","6.18"
"sliver","6","6.29"
"sloan","5","7.34"
"slogan","6","7.34"
"slogans","7","7.20"
"slop","4","6.01"
"slope","5","7.90"
"slopes","6","7.08"
"sloping","7","6.16"
"sloppy","6","7.79"
"slot","4","9.39"
"sloth","5","6.62"
"slots","5","9.16"
"Slovak","6","7.25"
"Slovenia","8","7.04"
"slow","4","10.69"
"slowed","6","7.80"
"slower","6","9.47"
"slowest","7","6.82"
"slowing","7","7.66"
"slowly","6","10.09"
"slowness","8","6.81"
"sludge","6","6.47"
"slug","4","8.43"
"sluggish","8","6.75"
"slugs","5","6.58"
"slum","4","6.15"
"slump","5","6.20"
"slur","4","6.49"
"slut","4","7.66"
"sly","3","7.02"
"smack","5","7.71"
"smacked","7","6.44"
"smacks","6","6.60"
"small","5","11.98"
"smaller","7","10.24"
"smallest","8","8.15"
"smallish","8","6.25"
"smart","5","9.79"
"smarter","7","7.95"
"smash","5","7.85"
"smashed","7","7.50"
"smashing","8","7.35"
"smear","5","7.51"
"smeared","7","6.46"
"smell","5","9.18"
"smelled","7","7.12"
"smelling","8","6.79"
"smells","6","7.94"
"smelly","6","6.91"
"smile","5","9.42"
"smiled","6","9.03"
"smiles","6","7.82"
"smiling","7","8.40"
"smirk","5","6.45"
"smith","5","10.73"
"Smith's","7","7.08"
"Smithsonian","11","7.17"
"smog","4","6.59"
"smoke","5","9.72"
"smoked","6","7.65"
"smoker","6","6.85"
"smokers","7","7.60"
"smokes","6","6.82"
"smoking","7","9.11"
"smoky","5","6.15"
"smooth","6","9.51"
"smoothed","8","6.58"
"smoother","8","7.33"
"smoothing","9","6.31"
"smoothly","8","8.11"
"smoothness","10","6.34"
"smug","4","6.91"
"smuggled","8","6.19"
"smugglers","9","6.26"
"smuggling","9","7.21"
"smut","4","6.74"
"snack","5","7.42"
"snacks","6","6.87"
"snag","4","7.27"
"snail","5","9.23"
"snails","6","6.42"
"snake","5","8.56"
"snakes","6","7.87"
"snap","4","9.03"
"snapped","7","7.51"
"snapping","8","6.62"
"snappy","6","6.79"
"snapshot","8","7.29"
"snapshots","9","7.49"
"snare","5","6.92"
"snatch","6","6.56"
"snatched","8","6.19"
"sneak","5","7.88"
"sneakers","8","6.77"
"sneaking","8","6.72"
"sneaky","6","6.96"
"sneer","5","6.32"
"sneeze","6","6.29"
"snicker","7","6.87"
"snide","5","6.80"
"sniff","5","7.53"
"sniffer","7","6.57"
"sniffing","8","6.64"
"snip","4","8.62"
"sniper","6","6.68"
"sniping","7","6.00"
"snippet","7","6.85"
"snob","4","6.12"
"snoop","5","6.65"
"snort","5","6.38"
"snot","4","6.21"
"snotty","6","6.01"
"snow","4","9.91"
"snowball","8","6.18"
"snowing","7","6.08"
"snowman","7","6.68"
"shy","3","8.32"
"Siamese","7","6.97"
"Siberia","7","6.89"
"Siberian","8","6.68"
"sibilant","8","6.25"
"sibling","7","6.67"
"sic","3","8.41"
"sick","4","10.00"
"sickbay","7","6.46"
"sickening","9","6.48"
"sickness","8","7.48"
"side","4","11.63"
"sideboard","9","6.22"
"sided","5","7.59"
"sidekick","8","7.07"
"sidelines","9","6.29"
"sides","5","10.03"
"sidewalk","8","7.31"
"sidewalks","9","6.52"
"sideways","8","7.62"
"sidewinder","10","6.19"
"siding","6","6.33"
"Sidney","6","7.18"
"siege","5","7.46"
"sierra","6","8.68"
"sieve","5","6.20"
"sift","4","6.65"
"sigh","4","9.05"
"sighed","6","7.71"
"sighs","5","6.36"
"sight","5","9.57"
"sighted","7","6.72"
"sighting","8","7.54"
"sights","6","7.74"
"sightseeing","11","6.11"
"sigma","5","7.94"
"Sigmund","7","6.73"
"sign","4","10.58"
"signal","6","10.25"
"signaling","9","6.65"
"signals","7","9.30"
"signature","9","9.91"
"signatures","10","8.82"
"signed","6","10.22"
"significance","12","8.70"
"significant","11","10.38"
"significantly","13","9.30"
"signifies","9","6.38"
"signify","7","6.50"
"signing","7","8.89"
"signs","5","9.61"
"sikh","4","7.40"
"silence","7","9.18"
"silenced","8","6.59"
"silent","6","9.13"
"silently","8","7.71"
"silhouette","10","7.68"
"silica","6","6.12"
"silicon","7","9.33"
"silicone","8","6.83"
"silk","4","8.26"
"silky","5","6.94"
"sill","4","6.08"
"silly","5","9.98"
"silo","4","6.46"
"silos","5","7.32"
"silver","6","10.10"
"similar","7","11.55"
"similarities","12","8.05"
"similarity","10","7.88"
"similarly","9","9.15"
"simmer","6","7.02"
"Simmons","7","7.70"
"Simon","5","9.68"
"Simon's","7","6.05"
"simple","6","11.35"
"simpler","7","8.54"
"simplest","8","8.06"
"simplex","7","6.27"
"simplicity","10","7.85"
"simplification","14","6.62"
"simplified","10","7.63"
"simplifies","10","6.27"
"simplify","8","7.49"
"simplistic","10","7.74"
"simply","6","11.54"
"Simpson","7","8.81"
"Simpson's","9","6.41"
"simulate","8","7.94"
"simulated","9","7.70"
"simulation","10","9.31"
"sin","3","9.77"
"Sinatra","7","6.48"
"since","5","12.68"
"sincere","7","8.45"
"simulator","9","8.65"
"simultaneous","12","8.16"
"simultaneously","14","8.98"
"sincerely","9","9.02"
"sincerity","9","6.99"
"sine","4","7.05"
"sinful","6","6.95"
"sing","4","9.30"
"Singapore","9","9.26"
"singer","6","9.15"
"singers","7","8.12"
"singing","7","9.44"
"single","6","11.46"
"singled","7","6.54"
"singles","7","9.19"
"singleton","9","6.14"
"sings","5","8.05"
"singular","8","7.63"
"singularity","11","7.18"
"sinister","8","7.85"
"sink","4","9.06"
"sinkhole","8","8.66"
"sinking","7","7.53"
"sinned","6","6.48"
"sinner","6","7.02"
"sinners","7","6.83"
"sins","4","8.56"
"sinus","5","6.03"
"Sioux","5","7.18"
"sip","3","6.81"
"siphon","6","6.24"
"sipping","7","6.33"
"sir","3","9.90"
"sire","4","6.84"
"siren","5","6.57"
"sirens","6","6.94"
"sirs","4","6.24"
"sis","3","7.63"
"sissy","5","6.25"
"sister","6","9.75"
"sisters","7","9.18"
"sister's","8","7.42"
"sit","3","10.15"
"site","4","11.91"
"sites","5","11.33"
"sits","4","8.64"
"sitter","6","6.21"
"sitting","7","10.08"
"situated","8","7.55"
"situations","10","9.60"
"six","3","10.68"
"situation","9","10.99"
"sixteen","7","7.59"
"sixteenth","9","6.21"
"sixth","5","8.40"
"sixties","7","7.58"
"sixty","5","7.36"
"sizable","7","6.75"
"size","4","11.58"
"sizeable","8","6.43"
"sized","5","8.54"
"sizes","5","9.34"
"skate","5","9.24"
"skater","6","7.57"
"skates","6","8.81"
"skating","7","9.08"
"skeletal","8","6.38"
"skeleton","8","7.76"
"skeletons","9","7.66"
"skeptical","9","8.37"
"skepticism","10","7.20"
"skeptics","8","7.14"
"sketch","6","7.63"
"sketches","8","7.10"
"sketchy","7","6.60"
"skew","4","6.60"
"ski","3","9.42"
"skid","4","6.66"
"skier","5","6.91"
"skies","5","7.94"
"skiing","6","8.66"
"skill","5","9.82"
"skilled","7","8.51"
"skillet","7","6.48"
"skillful","8","6.20"
"skills","6","11.30"
"skim","4","6.85"
"skimmed","7","6.06"
"skimmer","7","6.60"
"skimming","8","6.26"
"skimpy","6","6.29"
"skin","4","10.13"
"skinhead","8","7.11"
"skinner","7","7.61"
"skinny","6","8.12"
"skins","5","7.57"
"skip","4","9.08"
"skipped","7","7.49"
"skipper","7","6.37"
"skipping","8","7.30"
"skips","5","6.32"
"skirmishers","11","7.28"
"skirt","5","8.50"
"skirts","6","7.22"
"skis","4","7.69"
"skit","4","6.69"
"skits","5","6.94"
"skull","5","8.90"
"skulls","6","7.12"
"skunk","5","6.79"
"skunks","6","6.19"
"sky","3","9.89"
"skydive","7","6.29"
"skyline","7","6.37"
"slab","4","6.89"
"slack","5","7.99"
"shallow","7","8.23"
"shalom","6","6.77"
"sham","4","6.92"
"shaman","6","8.12"
"shame","5","9.33"
"shameful","8","6.77"
"shameless","9","7.05"
"shampoo","7","7.76"
"shamrock","8","6.21"
"Shanghai","8","7.44"
"shank","5","6.22"
"Shannon","7","8.41"
"shape","5","10.05"
"shaped","6","8.56"
"shapely","7","6.26"
"shapes","6","8.07"
"shaping","7","7.12"
"shards","6","6.09"
"share","5","10.96"
"shared","6","9.81"
"shareholder","11","6.65"
"shareholders","12","7.33"
"shares","6","9.12"
"sharing","7","9.56"
"shark","5","8.09"
"sharks","6","7.75"
"Sharon","6","8.63"
"sharp","5","9.46"
"sharpen","7","6.26"
"sharpened","9","6.11"
"sharpening","10","6.19"
"sharper","7","6.82"
"sharply","7","7.62"
"sharpness","9","6.44"
"shatter","7","7.78"
"shattered","9","7.71"
"shattering","10","6.57"
"shave","5","7.52"
"shaved","6","7.36"
"shaven","6","6.04"
"shaving","7","7.18"
"shaw","4","8.63"
"Shawn","5","9.10"
"Shawnee","7","6.07"
"she","3","13.10"
"Shea","4","7.59"
"shear","5","6.81"
"sheath","6","6.79"
"shed","4","8.74"
"she'd","5","8.86"
"shedding","8","6.78"
"sheds","5","6.68"
"sheen","5","6.66"
"sheep","5","8.93"
"sheepdog","8","6.53"
"sheer","5","8.57"
"sheet","5","9.74"
"sheets","6","9.00"
"sheik","5","6.08"
"sheikh","6","6.90"
"Sheila","6","7.74"
"shelf","5","8.64"
"shell","5","10.52"
"she'll","6","8.32"
"shelled","7","6.44"
"Shelley","7","7.12"
"shells","6","8.84"
"shelter","7","8.39"
"sheltered","9","6.48"
"shelters","8","7.33"
"shelves","7","8.02"
"Shepard","7","6.78"
"shepherd","8","8.19"
"shepherds","9","6.35"
"Sheraton","8","6.48"
"sheriff","7","7.46"
"sheriff's","9","6.32"
"Sherlock","8","7.71"
"sherry","6","7.64"
"Sherwood","8","7.46"
"she's","5","10.35"
"Shetland","8","6.81"
"shield","6","9.55"
"shielded","8","7.10"
"shielding","9","6.83"
"shields","7","8.63"
"shift","5","9.65"
"shifted","7","7.96"
"shifting","8","8.06"
"shifts","6","7.88"
"shim","4","6.17"
"shin","4","7.38"
"shine","5","8.07"
"shines","6","7.03"
"shining","7","8.06"
"shiny","5","7.92"
"ship","4","10.85"
"shipment","8","8.18"
"shipments","9","7.69"
"shipped","7","9.90"
"shipper","7","6.45"
"shipping","8","11.27"
"ships","5","9.80"
"ship's","6","7.35"
"shire","5","6.40"
"Shirley","7","7.72"
"shirt","5","9.01"
"shirts","6","8.06"
"shiver","6","6.54"
"shivered","8","6.04"
"shivering","9","6.09"
"shock","5","9.31"
"shocked","7","8.51"
"shocking","8","7.51"
"shocks","6","7.46"
"shockwave","9","6.88"
"shoddy","6","6.55"
"shoe","4","8.56"
"shoes","5","9.36"
"shook","5","8.35"
"shoot","5","10.07"
"shooter","7","7.78"
"shooters","8","7.01"
"shooting","8","9.61"
"shootings","9","6.51"
"shop","4","10.24"
"shopper","7","7.53"
"shopping","8","9.17"
"shops","5","9.23"
"shore","5","8.72"
"shoreline","9","6.96"
"shores","6","7.46"
"short","5","11.47"
"shortage","8","7.84"
"shortages","9","6.58"
"shortcomings","12","7.11"
"shortcut","8","7.28"
"shortcuts","9","6.79"
"shorten","7","7.01"
"shortened","9","7.27"
"shortening","10","6.71"
"shorter","7","8.95"
"shortest","8","7.30"
"shorthand","9","6.42"
"shortly","7","9.17"
"shorts","6","8.62"
"shot","4","10.65"
"shotgun","7","8.15"
"shotguns","8","6.82"
"shots","5","9.63"
"should","6","13.30"
"shoulder","8","9.34"
"shoulders","9","8.96"
"shouldn't","9","10.31"
"shout","5","8.10"
"shouted","7","7.69"
"shouting","8","8.06"
"shouts","6","6.79"
"shove","5","7.72"
"shoved","6","7.52"
"shovel","6","6.92"
"shoving","7","6.73"
"show","4","12.09"
"showcase","8","7.86"
"showdown","8","7.01"
"showed","6","10.02"
"shower","6","8.84"
"showered","8","6.17"
"showers","7","7.31"
"showing","7","10.12"
"showings","8","6.25"
"shown","5","10.37"
"showroom","8","6.10"
"shows","5","11.07"
"shrapnel","8","6.19"
"shred","5","7.28"
"shredded","8","6.75"
"shredder","8","6.05"
"shreds","6","6.49"
"shrill","6","6.17"
"shrimp","6","7.60"
"shrine","6","7.77"
"shrink","6","8.32"
"shrinking","9","7.28"
"shrinks","7","6.35"
"shroud","6","6.40"
"shrug","5","7.45"
"shrugged","8","7.49"
"shudder","7","7.48"
"shuddered","9","6.50"
"shuffle","7","7.58"
"shuffled","8","6.66"
"shuffling","9","6.54"
"shun","4","6.83"
"shunned","7","6.08"
"shut","4","9.89"
"shutdown","8","8.36"
"shuts","5","6.86"
"shutter","7","7.46"
"shutting","8","7.60"
"shuttle","7","9.03"
"secure","6","9.56"
"secured","7","7.86"
"securely","8","7.54"
"securing","8","7.02"
"securities","10","8.27"
"security","8","11.04"
"sedan","5","7.06"
"sediment","8","6.62"
"seduce","6","6.30"
"seduced","7","6.15"
"seduction","9","6.79"
"seductive","9","6.42"
"see","3","13.27"
"seed","4","9.01"
"seedlings","9","7.34"
"seeds","5","8.77"
"seeing","6","10.56"
"seek","4","9.89"
"seeker","6","8.91"
"seekers","7","8.09"
"seeking","7","10.14"
"seeks","5","8.97"
"seem","4","11.71"
"seemed","6","10.54"
"seeming","7","7.20"
"seemingly","9","8.46"
"seems","5","12.01"
"seen","4","11.99"
"sees","4","9.41"
"segment","7","9.33"
"segmentation","12","7.30"
"segments","8","8.46"
"segregated","10","6.24"
"segregation","11","6.96"
"seismic","7","6.74"
"seize","5","7.56"
"seized","6","7.91"
"seizing","7","6.36"
"seizure","7","8.32"
"seldom","6","8.40"
"select","6","10.55"
"selected","8","9.95"
"selecting","9","8.57"
"selection","9","10.06"
"selections","10","8.07"
"selective","9","8.39"
"selectively","11","7.35"
"selectors","9","6.41"
"selects","7","7.46"
"self","4","10.29"
"selfish","7","8.38"
"selfishness","11","6.92"
"sell","4","11.26"
"seller","6","8.45"
"sellers","7","7.98"
"selling","7","10.65"
"sellout","7","6.21"
"sells","5","9.48"
"Selma","5","6.24"
"selves","6","7.14"
"semantic","8","7.63"
"semblance","9","6.51"
"semen","5","7.41"
"semester","8","8.07"
"semi","4","7.69"
"semicolon","9","6.32"
"semiconductor","13","8.51"
"seminal","7","6.20"
"seminar","7","8.59"
"seminary","8","6.48"
"Semitic","7","6.34"
"sen","3","9.19"
"senate","6","9.73"
"senator","7","9.24"
"sense","5","11.26"
"sensed","6","6.99"
"senseless","9","7.29"
"senators","8","8.63"
"send","4","12.69"
"sender","6","8.41"
"senders","7","6.14"
"sending","7","10.56"
"sends","5","9.19"
"Senegal","7","6.03"
"senile","6","6.30"
"senior","6","10.31"
"seniors","7","7.14"
"senor","5","6.01"
"sensation","9","8.36"
"sensations","10","7.62"
"sensational","11","6.61"
"senses","6","8.28"
"sensibilities","13","6.50"
"sensibility","11","6.36"
"sensible","8","8.50"
"sensibly","8","6.05"
"sensing","7","7.63"
"sensitive","9","9.45"
"sensitivity","11","8.44"
"sensor","6","8.43"
"sensors","7","8.07"
"sensory","7","7.75"
"sensual","7","7.28"
"sensuality","10","6.08"
"sensuous","8","6.21"
"sent","4","11.43"
"sentence","8","9.61"
"sentenced","9","7.70"
"sentences","9","8.57"
"sentencing","10","6.89"
"sentient","8","7.22"
"sentiment","9","7.87"
"sentimental","11","6.88"
"sentiments","10","7.51"
"sentinel","8","7.88"
"sentry","6","6.79"
"Seoul","5","7.09"
"separate","8","10.50"
"separated","9","8.76"
"separately","10","8.80"
"separates","9","7.07"
"separating","10","7.40"
"separation","10","8.81"
"separatist","10","6.66"
"September","9","9.77"
"septic","6","6.14"
"serf","4","6.31"
"serfs","5","6.05"
"sequel","6","8.06"
"sequence","8","11.54"
"sequences","9","8.64"
"sequent","7","6.75"
"sequential","10","7.67"
"serenity","8","6.33"
"serge","5","6.82"
"sergeant","8","7.79"
"serial","6","10.30"
"series","6","11.42"
"serif","5","6.26"
"serious","7","10.93"
"seriously","9","10.31"
"seriousness","11","7.07"
"sermon","6","6.83"
"sermons","7","6.04"
"serpent","7","8.65"
"serrated","8","6.11"
"serum","5","7.58"
"servant","7","8.08"
"servants","8","7.79"
"serve","5","10.21"
"served","6","9.78"
"server","6","12.00"
"serves","6","9.24"
"service","7","12.05"
"services","8","11.80"
"servicing","9","7.15"
"serving","7","9.30"
"servings","8","7.03"
"servitude","9","6.67"
"servo","5","7.87"
"sesame","6","7.68"
"session","7","10.23"
"sessions","8","9.55"
"set","3","12.57"
"setback","7","6.26"
"sets","4","10.55"
"setter","6","6.51"
"setting","7","10.58"
"settings","8","10.04"
"settle","6","8.93"
"settled","7","8.84"
"settlement","10","8.40"
"settlements","11","7.16"
"settlers","8","7.06"
"settles","7","6.77"
"settling","8","7.34"
"setup","5","10.58"
"seven","5","10.03"
"seventeen","9","6.95"
"seventh","7","8.24"
"seventies","9","7.36"
"seventy","7","6.59"
"sever","5","6.73"
"several","7","12.05"
"severe","6","9.32"
"severed","7","7.00"
"severely","8","8.65"
"severity","8","7.22"
"sew","3","7.18"
"sewage","6","6.67"
"sewer","5","7.21"
"sewers","6","7.07"
"sewing","6","8.01"
"sewn","4","6.33"
"sex","3","11.09"
"sexes","5","7.52"
"sexism","6","7.44"
"sexist","6","7.98"
"sexton","6","6.93"
"sexual","6","10.42"
"sexuality","9","8.63"
"sexually","8","8.62"
"sexy","4","8.74"
"shabby","6","6.32"
"shack","5","8.37"
"shackle","7","7.42"
"shackles","8","6.04"
"shade","5","8.71"
"shaded","6","6.98"
"shades","6","7.99"
"shading","7","7.43"
"shadow","6","9.77"
"shadowed","8","6.04"
"shadowing","9","6.09"
"shadows","7","9.44"
"shadowy","7","6.19"
"shady","5","6.67"
"shaft","5","8.76"
"shafts","6","7.06"
"shag","4","6.17"
"shaggy","6","6.37"
"shah","4","7.72"
"shake","5","8.57"
"shaken","6","7.10"
"shaker","6","6.07"
"shakes","6","7.34"
"Shakespeare","11","8.04"
"Shakespeare's","13","6.18"
"shaking","7","8.14"
"shaky","5","7.01"
"shall","5","11.00"
"scattered","9","8.04"
"scattering","10","6.69"
"scavenger","9","7.44"
"scavenging","10","7.89"
"scenario","8","9.22"
"scenarios","9","8.13"
"scene","5","10.37"
"scenery","7","8.06"
"scenes","6","9.37"
"scenic","6","7.23"
"scent","5","7.80"
"sceptical","9","6.30"
"scholarly","9","7.81"
"sceptre","7","6.43"
"schedule","8","9.79"
"scheduled","9","9.36"
"schedules","9","8.48"
"scheduling","10","8.45"
"schema","6","6.58"
"schematic","9","7.61"
"scheme","6","9.68"
"schemes","7","8.66"
"schism","6","6.78"
"schizophrenia","13","6.65"
"scholar","7","8.01"
"schizophrenic","13","6.56"
"scholars","8","8.72"
"scholarship","11","8.21"
"scholarships","12","7.27"
"scholastic","10","6.23"
"school","6","11.69"
"scooped","7","6.01"
"schooling","9","7.19"
"schools","7","10.31"
"school's","8","7.28"
"Schwartz","8","8.25"
"science","7","11.51"
"sciences","8","9.88"
"scientifically","14","7.48"
"scientist","9","9.11"
"scientific","10","10.39"
"scientists","10","9.57"
"Scientology","11","9.92"
"scimitar","8","7.91"
"scissors","8","7.22"
"sclerosis","9","7.02"
"scoff","5","6.02"
"scoop","5","7.85"
"scooter","7","6.61"
"scope","5","9.28"
"scopes","6","6.72"
"scorched","8","6.07"
"score","5","10.05"
"scorecard","9","6.23"
"scored","6","8.45"
"scores","6","9.16"
"scoring","7","8.77"
"scorn","5","6.89"
"Scorpio","7","6.79"
"scorpion","8","7.90"
"Scot","4","7.25"
"Scotch","6","7.26"
"Scotland","8","8.90"
"Scots","5","7.18"
"Scott","5","10.84"
"Scottish","8","8.36"
"Scott's","7","6.92"
"Scotty","6","7.43"
"scoundrel","9","6.50"
"scourge","7","6.29"
"scout","5","8.92"
"scouting","8","7.60"
"scouts","6","8.07"
"scrabble","8","6.18"
"scramble","8","7.09"
"scrambled","9","7.41"
"scrambling","10","7.09"
"scrap","5","7.79"
"scrapbook","9","6.08"
"scrape","6","7.04"
"scraped","7","6.44"
"scraping","8","6.63"
"scrapped","8","6.81"
"scraps","6","6.51"
"scratch","7","9.00"
"scratched","9","7.20"
"scratches","9","7.73"
"scratching","10","7.48"
"scratchy","8","6.63"
"scream","6","8.91"
"screamed","8","8.07"
"screaming","9","8.94"
"screams","7","7.86"
"screeching","10","6.17"
"screen","6","11.22"
"screened","8","7.30"
"screening","9","7.96"
"screenplay","10","7.45"
"screens","7","8.82"
"screw","5","9.16"
"screwdriver","11","7.07"
"screwed","7","9.00"
"screws","6","8.17"
"screwy","6","6.29"
"scribble","8","6.10"
"scribbled","9","6.49"
"scribe","6","6.68"
"script","6","10.41"
"scriptural","10","6.41"
"scripture","9","8.28"
"scriptures","10","8.40"
"scroll","6","8.66"
"scrotum","7","6.39"
"scrub","5","6.77"
"scrutiny","8","7.71"
"scuba","5","7.68"
"sculptor","8","6.44"
"sculpture","9","6.88"
"scum","4","8.04"
"sea","3","10.51"
"seaboard","8","6.18"
"seafood","7","6.87"
"seagull","7","6.29"
"seal","4","8.77"
"sealed","6","9.24"
"sealing","7","6.58"
"seals","5","7.74"
"seam","4","6.99"
"seamless","8","7.43"
"seams","5","6.92"
"Sean","4","9.45"
"search","6","11.27"
